reportingYear,EPRTRAnnexIMainActivity,Longitude,Latitude,Pollutant,Releases,distance_from_rome_km,Sector_Chemical industry,Sector_Energy sector,Sector_Intensive livestock production and aquaculture,Sector_Mineral industry,Sector_Other activities,Sector_Paper and wood production and processing,Sector_Production and processing of metals,Sector_Waste and wastewater management
2021,1(c),8.2991,40.8516,Mercury and compounds (as Hg),19.5755,369.15699948624194,0,1,0,0,0,0,0,0
2022,4(a),10.8376,45.1457,Carbon dioxide (CO2),170264190.0,384.57325764280205,1,0,0,0,0,0,0,0
2023,4(a),14.6793,36.912727,Non-methane volatile organic compounds (NMVOC),130450.0,585.6491093157239,1,0,0,0,0,0,0,0
2021,7(a),12.359722,44.133889,Ammonia (NH3),14338.0,248.33438557468116,0,0,1,0,0,0,0,0
2024,7(a),9.8133,45.3304,Ammonia (NH3),31000.0,438.01751118159683,0,0,1,0,0,0,0,0
2021,1(c),12.6308,41.5494,Nitrogen oxides (NOX),225241.3,40.84851703727441,0,1,0,0,0,0,0,0
2022,5(c),7.7887,44.4765,Methane (CH4),146759.0,476.90334070765385,0,0,0,0,0,0,0,1
2021,7(a),12.194444,44.073056,Ammonia (NH3),12306.0,242.56754632503632,0,0,1,0,0,0,0,0
2024,7(a),12.194444,44.073056,Ammonia (NH3),12323.0,242.56754632503632,0,0,1,0,0,0,0,0
2021,1(c),11.9045,44.3163,Nitrogen oxides (NOX),146700.0,272.634114693117,0,1,0,0,0,0,0,0
2024,1(c),8.739,45.5212,Nitrogen oxides (NOX),294500.0,502.9487066098593,0,1,0,0,0,0,0,0
2024,4(a),15.1973,37.167,Nitrogen oxides (NOX),507005.0,575.2012058760492,1,0,0,0,0,0,0,0
2023,7(a),12.0308,43.8772,Ammonia (NH3),11292.0,222.7948334087897,0,0,1,0,0,0,0,0
2024,3(c),11.8367,43.6581,Nitrogen oxides (NOX),499300.0,202.46809270796382,0,0,0,1,0,0,0,0
2023,7(a)(i),10.7625,45.295278,Ammonia (NH3),10214.0,402.20946210213174,0,0,1,0,0,0,0,0
2023,8(b),13.238014,45.778114,Non-methane volatile organic compounds (NMVOC),139000.0,434.9949077450424,0,0,0,0,0,0,0,0
2021,5(d),8.8556,44.9211,Methane (CH4),1007816.9,446.1395145648609,0,0,0,0,0,0,0,1
2023,3(e),8.3269,44.3328,Cadmium and compounds (as Cd),12.0,432.96114215749304,0,0,0,1,0,0,0,0
2023,7(a),10.09289,45.346,Ammonia (NH3),14446.2,428.9169362630338,0,0,1,0,0,0,0,0
2021,7(a),12.0817,44.1206,Ammonia (NH3),19805.0,248.90150235876683,0,0,1,0,0,0,0,0
2021,3(e),7.5908,44.3867,Nitrogen oxides (NOX),406667.0,484.3039076585716,0,0,0,1,0,0,0,0
2021,7(a),9.9484,45.3575,Ammonia (NH3),40574.0,435.398184231251,0,0,1,0,0,0,0,0
2022,1(c),12.2549,45.4458,Nitrogen oxides (NOX),254790.0,394.44153545873087,0,1,0,0,0,0,0,0
2024,3(a),16.0871,40.4101,Hydro-fluorocarbons (HFCS),125.0,343.3499001389804,0,0,0,1,0,0,0,0
2021,7(a),7.6874,44.8144,Ammonia (NH3),16717.0,505.78124980244866,0,0,1,0,0,0,0,0
2022,1(c),8.4008,39.1962,Sulphur oxides (SOX),596107.0,458.5068450836283,0,1,0,0,0,0,0,0
2024,2(e),8.4079,39.2091,Carbon dioxide (CO2),169079000.0,457.08909962129064,0,0,0,0,0,0,1,0
2024,3(e),10.3858,43.7061,Nitrogen oxides (NOX),287420.0,264.2817592979229,0,0,0,1,0,0,0,0
2023,5(b),9.1825,45.6164,Carbon dioxide (CO2),101151278.0,491.1642063260129,0,0,0,0,0,0,0,1
2022,1(a),8.8768,45.0997,Carbon dioxide (CO2),1636980390.0,459.8924322368035,0,1,0,0,0,0,0,0
2021,7(a),10.5739,44.9908,Ammonia (NH3),28370.0,376.78616163868645,0,0,1,0,0,0,0,0
2021,2(b),11.0708,45.3331,Nitrogen oxides (NOX),140500.0,398.3032399103224,0,0,0,0,0,0,1,0
2021,1(c),9.163333,45.426111,Hydro-fluorocarbons (HFCS),1000.0,474.6294916085253,0,1,0,0,0,0,0,0
2024,3(c),10.3316,45.4594,Carbon dioxide (CO2),203439000.0,432.0511865711123,0,0,0,1,0,0,0,0
2024,3(c),9.024167,39.469722,Nitrogen oxides (NOX),240851.1,398.5698826322054,0,0,0,1,0,0,0,0
2021,2(b),10.2008,45.6489,Carbon monoxide (CO),611553.8,455.4495951039566,0,0,0,0,0,0,1,0
2024,7(a),10.38494,45.01997,Ammonia (NH3),21165.0,386.2047797395062,0,0,1,0,0,0,0,0
2024,7(a),9.725,45.5583,Ammonia (NH3),24551.0,463.3995249211472,0,0,1,0,0,0,0,0
2023,7(a),9.7011,45.0869,Ammonia (NH3),18280.0,419.6958274575044,0,0,1,0,0,0,0,0
2023,2(b),10.3894,45.6392,Polychlorinated biphenyls (PCBs),0.306,448.5499430851952,0,0,0,0,0,0,1,0
2023,2(f),8.8711,44.4094,Nitrogen oxides (NOX),260731.0,405.09099341653547,0,0,0,0,0,0,1,0
2024,7(a),7.876762,44.957191,Ammonia (NH3),10250.0,504.3349627793708,0,0,1,0,0,0,0,0
2022,7(a),9.9322,45.4581,Ammonia (NH3),10410.0,445.81673188760186,0,0,1,0,0,0,0,0
2024,9(c),10.7594,44.9961,Non-methane volatile organic compounds (NMVOC),342728.0,371.41796783549,0,0,0,0,1,0,0,0
2022,7(a)(i),10.1645,45.269,Ammonia (NH3),13673.0,418.73557855970506,0,0,1,0,0,0,0,0
2022,7(a),11.1764,44.9539,Ammonia (NH3),19375.0,355.6041188659677,0,0,1,0,0,0,0,0
2023,7(a),10.3433,45.1253,Ammonia (NH3),26160.0,398.1350476789066,0,0,1,0,0,0,0,0
2023,5(b),9.0706,45.5042,Chlorine and inorganic compounds (as HCl),14807.2,485.8999911744329,0,0,0,0,0,0,0,1
2021,5(c),18.2143,39.8941,Methane (CH4),480000.0,529.8021718550275,0,0,0,0,0,0,0,1
2021,7(a),11.2169,44.8392,Ammonia (NH3),33960.0,342.487816089263,0,0,1,0,0,0,0,0
2021,1(a),17.193,40.4892,Arsenic and compounds (as As),69.2,423.1599159692294,0,1,0,0,0,0,0,0
2024,7(a),12.7703,46.0653,Ammonia (NH3),42551.0,463.3665099207542,0,0,1,0,0,0,0,0
2023,5(d),8.4217,44.2506,Methane (CH4),260550.0,421.43372520145147,0,0,0,0,0,0,0,1
2022,1(a),17.193,40.4892,Nitrous oxide (N2O),24624.0,423.1599159692294,0,1,0,0,0,0,0,0
2024,7(a),7.8056,45.4192,Ammonia (NH3),13100.0,543.1999916779392,0,0,1,0,0,0,0,0
2022,7(a),11.1308,45.0008,Ammonia (NH3),10398.0,361.6741380228851,0,0,1,0,0,0,0,0
2021,4(e),9.3585,45.5945,Non-methane volatile organic compounds (NMVOC),316737.0,481.61083842064687,1,0,0,0,0,0,0,0
2023,7(a),9.8358,45.36,Ammonia (NH3),11730.0,439.9743211277368,0,0,1,0,0,0,0,0
2023,7(a),11.5931,44.4844,Ammonia (NH3),10308.0,296.24779165051837,0,0,1,0,0,0,0,0
2024,9(c),9.3333,45.5667,Sulphur hexafluoride (SF6),1001.0,480.07797140875863,0,0,0,0,1,0,0,0
2023,2(e),18.318,40.1011,PCDD + PCDF (dioxins + furans) (as Teq),0.00016,527.8715494715622,0,0,0,0,0,0,1,0
2021,7(a),9.6444,45.3345,Ammonia (NH3),31860.0,445.2572561014441,0,0,1,0,0,0,0,0
2023,7(a),9.8353,45.2461,Ammonia (NH3),13380.0,429.07789885821626,0,0,1,0,0,0,0,0
2022,3(c),12.6178,43.2844,Carbon dioxide (CO2),301883000.0,153.94793754868223,0,0,0,1,0,0,0,0
2022,7(a),10.1533,45.1294,Ammonia (NH3),20375.0,405.4441030701432,0,0,1,0,0,0,0,0
2024,7(a),11.89794,44.84211,Ammonia (NH3),24297.0,330.39370196694586,0,0,1,0,0,0,0,0
2024,5(d),10.8039,43.5667,Methane (CH4),1382100.0,230.94139994534785,0,0,0,0,0,0,0,1
2023,3(e),11.0928,45.1436,Zinc and compounds (as Zn),407.0,377.69529539990066,0,0,0,1,0,0,0,0
2021,8(b),,,Carbon dioxide (CO2),242246000.0,,0,0,0,0,0,0,0,0
2021,2(b),17.1999,40.5167,Chromium and compounds (as Cr),1374.25,422.49503361756746,0,0,0,0,0,0,1,0
2021,3(e),12.6167,41.55,Nitrogen oxides (NOX),228800.0,40.47997255590173,0,0,0,1,0,0,0,0
2023,3(c),13.258717,42.463755,Ammonia (NH3),16395.4,88.52024109973759,0,0,0,1,0,0,0,0
2024,1(a),15.2723,38.2027,Carbon dioxide (CO2),2150831000.0,474.37811556178303,0,1,0,0,0,0,0,0
2021,5(b),9.0706,45.5042,Carbon dioxide (CO2),323606842.0,485.8999911744329,0,0,0,0,0,0,0,1
2024,4(a),,,Carbon dioxide (CO2),240888444.0,,1,0,0,0,0,0,0,0
2021,5(d),8.5178,44.9339,Methane (CH4),263800.0,465.56260610650116,0,0,0,0,0,0,0,1
2022,7(a)(i),12.2172,44.253,Ammonia (NH3),23143.0,262.31183231452013,0,0,1,0,0,0,0,0
2024,9(c),13.8667,41.2589,Non-methane volatile organic compounds (NMVOC),464000.0,134.596259387173,0,0,0,0,1,0,0,0
2021,1(a),8.9466,44.5752,Nitrogen oxides (NOX),104630.1,413.42809160734026,0,1,0,0,0,0,0,0
2024,7(a),10.2192,45.3617,Ammonia (NH3),15129.0,425.9985864715776,0,0,1,0,0,0,0,0
2022,3(c),14.0658,41.4456,Carbon dioxide (CO2),662398000.0,139.90801467376932,0,0,0,1,0,0,0,0
2022,7(a)(ii),7.5147,44.7347,Ammonia (NH3),10880.0,511.2842018463095,0,0,1,0,0,0,0,0
2021,7(a),10.4944,45.2442,Ammonia (NH3),16306.0,405.0058257875577,0,0,1,0,0,0,0,0
2023,7(a)(ii),9.938611,45.388333,Ammonia (NH3),11200.0,438.7688725846422,0,0,1,0,0,0,0,0
2024,3(c),10.963889,46.040556,Ammonia (NH3),23932.3,476.13534821064076,0,0,0,1,0,0,0,0
2023,7(a),11.899281,45.684858,Ammonia (NH3),28630.0,423.2641518326679,0,0,1,0,0,0,0,0
2023,1(a),15.2723,38.2027,Sulphur oxides (SOX),2376728.6,474.37811556178303,0,1,0,0,0,0,0,0
2023,3(c),8.6794,45.7794,Carbon monoxide (CO),717140.0,528.5578509656057,0,0,0,1,0,0,0,0
2023,3(c),16.4489,38.9141,Carbon dioxide (CO2),164080580.0,471.52423078778224,0,0,0,1,0,0,0,0
2021,3(c),9.024167,39.469722,Sulphur oxides (SOX),159073.0,398.5698826322054,0,0,0,1,0,0,0,0
2021,7(a),10.80375,45.238722,Ammonia (NH3),13677.0,395.1836422801964,0,0,1,0,0,0,0,0
2023,1(c),15.2022,37.1291,Carbon dioxide (CO2),1738309000.0,579.2538732559473,0,1,0,0,0,0,0,0
2022,7(a),11.0635,45.1875,Ammonia (NH3),39664.0,383.04747181438677,0,0,1,0,0,0,0,0
2023,4(e),9.1669,45.3892,Non-methane volatile organic compounds (NMVOC),171770.0,471.1331141779833,1,0,0,0,0,0,0,0
2022,7(a)(ii),9.2394,45.2897,Ammonia (NH3),11682.0,458.8481184917276,0,0,1,0,0,0,0,0
2024,7(a),13.248906,43.488567,Ammonia (NH3),29198.0,186.74351747192836,0,0,1,0,0,0,0,0
2022,5(b),9.3583,45.8378,Carbon dioxide (CO2),130558450.0,504.6090359802653,0,0,0,0,0,0,0,1
2021,1(c),18.0321,40.5638,Carbon dioxide (CO2),3855796600.0,486.1548254028064,0,1,0,0,0,0,0,0
2024,7(a),10.9097,45.2153,Ammonia (NH3),12102.0,389.8701969455342,0,0,1,0,0,0,0,0
2022,7(a),9.8156,45.2261,Ammonia (NH3),36478.0,427.9690109246469,0,0,1,0,0,0,0,0
2024,7(a),10.292355,45.344723,Ammonia (NH3),12964.0,421.7994357047309,0,0,1,0,0,0,0,0
2024,7(a),12.6077,45.9476,Ammonia (NH3),11762.0,449.84942217845145,0,0,1,0,0,0,0,0
2023,1(c),9.7104,45.0545,Nitrogen oxides (NOX),116735.0,416.28976618018316,0,1,0,0,0,0,0,0
2023,4(c),12.238056,44.445833,Ammonia (NH3),30216.0,283.54688050614993,1,0,0,0,0,0,0,0
2023,4(c),11.365556,45.5025,Ammonia (NH3),38228.0,410.4487397514657,1,0,0,0,0,0,0,0
2024,5(d),11.5667,44.6333,Methane (CH4),234216.4,312.80361908016346,0,0,0,0,0,0,0,1
2023,4(e),15.056389,37.449444,Polychlorinated biphenyls (PCBs),1.0497,541.4216506535732,1,0,0,0,0,0,0,0
2022,1(c),15.7796,40.2672,Methane (CH4),214779.0,329.80239954425923,0,1,0,0,0,0,0,0
2022,4(a),11.5869,44.8582,Non-methane volatile organic compounds (NMVOC),112370.0,336.7387773498995,1,0,0,0,0,0,0,0
2021,1(c),18.0321,40.5638,Nitrous oxide (N2O),20835.8,486.1548254028064,0,1,0,0,0,0,0,0
2024,1(c),12.2549,45.4458,Ammonia (NH3),20478.0,394.44153545873087,0,1,0,0,0,0,0,0
2023,1(c),15.2022,37.1291,Nickel and compounds (as Ni),58.3,579.2538732559473,0,1,0,0,0,0,0,0
2021,9(c),13.4701,45.9567,Non-methane volatile organic compounds (NMVOC),105938.4,457.45698889275104,0,0,0,0,1,0,0,0
2023,7(a),8.7853,45.1753,Ammonia (NH3),21762.0,470.94572006708864,0,0,1,0,0,0,0,0
2021,7(a)(ii),7.548889,44.688056,Ammonia (NH3),12600.0,506.0436382904124,0,0,1,0,0,0,0,0
2024,3(e),10.6864,43.8683,Nitrogen oxides (NOX),177140.0,263.6362401569864,0,0,0,1,0,0,0,0
2022,3(c),,,Nitrogen oxides (NOX),113429.8,,0,0,0,1,0,0,0,0
2022,2(b),13.2534,46.0067,PCDD + PCDF (dioxins + furans) (as Teq),0.000291,460.33206608834774,0,0,0,0,0,0,1,0
2022,2(b),13.0778,46.2306,Zinc and compounds (as Zn),2141.0,483.46211416770933,0,0,0,0,0,0,1,0
2022,7(a),11.5481,45.0126,Ammonia (NH3),12044.0,354.1563259942748,0,0,1,0,0,0,0,0
2024,3(c),7.5,44.2833,Ammonia (NH3),11500.2,484.2811228602819,0,0,0,1,0,0,0,0
2022,1(c),18.0321,40.5638,Chlorine and inorganic compounds (as HCl),46120.5,486.1548254028064,0,1,0,0,0,0,0,0
2021,4(b),12.2333,44.4333,Hydrogen cyanide (HCN),4036.0,282.1861503637189,1,0,0,0,0,0,0,0
2021,3(c),13.258717,42.463755,Carbon dioxide (CO2),203945000.0,88.52024109973759,0,0,0,1,0,0,0,0
2023,7(a),10.1994,45.1942,Ammonia (NH3),10517.0,410.0970895487763,0,0,1,0,0,0,0,0
2021,1(c),18.0321,40.5638,Arsenic and compounds (as As),103.4126,486.1548254028064,0,1,0,0,0,0,0,0
2022,3(c),10.3444,45.5153,Carbon dioxide (CO2),898887000.0,437.306929605887,0,0,0,1,0,0,0,0
2021,7(a),12.0181,43.1059,Ammonia (NH3),13000.0,139.4053899790899,0,0,1,0,0,0,0,0
2023,7(a),8.18,45.4742,Ammonia (NH3),18878.0,527.2431918757889,0,0,1,0,0,0,0,0
2024,7(a),10.0761,44.9185,Ammonia (NH3),15634.0,388.11545703543754,0,0,1,0,0,0,0,0
2023,7(a)(i),13.3813,45.8998,Ammonia (NH3),15072.0,450.05681881519524,0,0,1,0,0,0,0,0
2023,1(c),8.2991,40.8516,Carbon dioxide (CO2),2276654000.0,369.15699948624194,0,1,0,0,0,0,0,0
2021,7(a),13.248906,43.488567,Ammonia (NH3),27422.0,186.74351747192836,0,0,1,0,0,0,0,0
2024,3(c),,,Nitrogen oxides (NOX),959600.0,,0,0,0,1,0,0,0,0
2022,7(a),13.4913,45.7501,Ammonia (NH3),15601.0,435.17102394666557,0,0,1,0,0,0,0,0
2021,7(a),7.7775,44.4276,Ammonia (NH3),12294.0,474.51866721096326,0,0,1,0,0,0,0,0
2024,7(a),9.32,45.3963,Ammonia (NH3),51190.0,464.89946088890144,0,0,1,0,0,0,0,0
2023,1(c),7.6763,44.9925,Nitrous oxide (N2O),33600.0,518.9089994637612,0,1,0,0,0,0,0,0
2024,4(b),8.7952,45.4334,Nitrogen oxides (NOX),431430.0,492.57280171328154,1,0,0,0,0,0,0,0
2024,7(a),15.3515,41.3721,Methane (CH4),896.8164,244.48258469190336,0,0,1,0,0,0,0,0
2022,7(a),10.5103,45.2108,Methane (CH4),122870.0,401.10773759126573,0,0,1,0,0,0,0,0
2022,7(a),9.173889,45.469167,Ammonia (NH3),13856.0,478.05873061814333,0,0,1,0,0,0,0,0
2022,7(a),9.8235,45.4676,Ammonia (NH3),20681.0,450.841024532994,0,0,1,0,0,0,0,0
2021,3(c),11.966666,45.877777,Carbon dioxide (CO2),351766000.0,444.0279993253838,0,0,0,1,0,0,0,0
2021,1(a),17.193,40.4892,Nitrous oxide (N2O),20800.0,423.1599159692294,0,1,0,0,0,0,0,0
2023,5(f),10.178611,45.515,Nitrous oxide (N2O),14280.0,442.70964107658654,0,0,0,0,0,0,0,1
2022,7(a),11.7678,44.9256,Ammonia (NH3),13115.0,341.22881990238113,0,0,1,0,0,0,0,0
2022,7(a),11.883594,45.015297,Ammonia (NH3),24675.0,349.60713104445097,0,0,1,0,0,0,0,0
2023,1(c),12.2661,44.4844,Nitrous oxide (N2O),15566.8,287.6669114626911,0,1,0,0,0,0,0,0
2021,4(e),13.2664,45.8193,Hydro-fluorocarbons (HFCS),745.0,439.8423537564886,1,0,0,0,0,0,0,0
2022,7(a),9.8555,45.1751,Ammonia (NH3),13051.0,421.49903302079076,0,0,1,0,0,0,0,0
2024,7(a),9.7306,45.5975,Ammonia (NH3),35500.0,466.9775405733168,0,0,1,0,0,0,0,0
2024,3(c),9.7192,40.5425,Nitrogen oxides (NOX),141780.6,277.1588315763164,0,0,0,1,0,0,0,0
2023,7(a),12.343889,44.127222,Ammonia (NH3),10955.0,247.65490646377256,0,0,1,0,0,0,0,0
2023,7(a),10.8989,44.955,Ammonia (NH3),16000.0,363.0587706641299,0,0,1,0,0,0,0,0
2021,1(c),11.5001,44.6,Methane (CH4),331223.0,310.5725771825175,0,1,0,0,0,0,0,0
2023,7(a)(ii),9.6033,45.1792,Ammonia (NH3),29645.0,432.48917640556687,0,0,1,0,0,0,0,0
2021,3(c),10.3444,45.5153,Carbon dioxide (CO2),918742000.0,437.306929605887,0,0,0,1,0,0,0,0
2024,5(d),11.4875,44.7325,Methane (CH4),355305.7,325.0546245199025,0,0,0,0,0,0,0,1
2021,,12.082222,44.135278,Ammonia (NH3),14947.0,250.51241958591075,0,0,0,0,0,0,0,0
2024,7(a),11.8852,43.2213,Ammonia (NH3),28850.0,154.91926216062265,0,0,1,0,0,0,0,0
2023,7(a),11.9987,45.715,Ammonia (NH3),29004.0,425.7718942612748,0,0,1,0,0,0,0,0
2021,4(a),12.2363,45.4438,Nitrous oxide (N2O),13470.0,394.29587462725914,1,0,0,0,0,0,0,0
2023,7(a),9.9267,45.1836,Ammonia (NH3),34302.0,419.4475220738715,0,0,1,0,0,0,0,0
2022,4(a),,,Perfluorocarbons (PFCs),45300.0,,1,0,0,0,0,0,0,0
2024,1(c),14.1132,41.3774,Ammonia (NH3),17170.0,146.5044836253199,0,1,0,0,0,0,0,0
2021,3(c),9.024167,39.469722,Nitrogen oxides (NOX),524324.0,398.5698826322054,0,0,0,1,0,0,0,0
2021,3(c),13.258717,42.463755,Ammonia (NH3),35094.0,88.52024109973759,0,0,0,1,0,0,0,0
2022,7(a)(ii),9.9788,45.3686,Ammonia (NH3),12600.0,435.3357886362723,0,0,1,0,0,0,0,0
2021,1(c),15.1825,37.1791,Nitrous oxide (N2O),25954.9,573.451982183205,0,1,0,0,0,0,0,0
2022,7(a),11.9869,43.1454,Ammonia (NH3),25240.0,144.34084897811667,0,0,1,0,0,0,0,0
2024,7(a),9.8425,45.4325,Ammonia (NH3),46280.0,446.71349842738647,0,0,1,0,0,0,0,0
2022,7(a),11.268611,44.983056,Ammonia (NH3),10765.0,356.55162175983145,0,0,1,0,0,0,0,0
2023,7(a),9.8235,45.4676,Ammonia (NH3),20907.0,450.841024532994,0,0,1,0,0,0,0,0
2021,2(e),9.8061,45.1922,Carbon monoxide (CO),1077180.0,425.14004008084015,0,0,0,0,0,0,1,0
2021,7(a),11.5931,44.4844,Ammonia (NH3),13417.0,296.24779165051837,0,0,1,0,0,0,0,0
2021,1(c),11.7586,42.1275,Cadmium and compounds (as Cd),33.4169,65.87472663400173,0,1,0,0,0,0,0,0
2024,2(b),17.1999,40.5167,Copper and compounds (as Cu),117.38,422.49503361756746,0,0,0,0,0,0,1,0
2022,5(d),12.2057,44.4833,Methane (CH4),1844053.9,287.90402456135735,0,0,0,0,0,0,0,1
2024,1(c),12.4432,42.3621,Methane (CH4),101186.0,51.25989552939951,0,1,0,0,0,0,0,0
2022,7(a),12.5072,45.9344,Ammonia (NH3),11804.0,448.29429956597073,0,0,1,0,0,0,0,0
2021,1(c),13.7483,37.9691,Nitrous oxide (N2O),17884.0,450.22665809519594,0,1,0,0,0,0,0,0
2024,5(d),8.5178,44.9339,Methane (CH4),977350.0,465.56260610650116,0,0,0,0,0,0,0,1
2021,3(c),7.5,44.2833,Carbon dioxide (CO2),933726000.0,484.2811228602819,0,0,0,1,0,0,0,0
2022,7(a),9.295617,45.18505,Ammonia (NH3),31856.0,446.8568670391226,0,0,1,0,0,0,0,0
2024,7(a),10.1607,45.4418,Ammonia (NH3),16033.0,436.00697447621354,0,0,1,0,0,0,0,0
2024,5(f),8.872361,45.415839,Nitrous oxide (N2O),12870.0,487.3122900218992,0,0,0,0,0,0,0,1
2022,1(c),17.0326,39.1022,Nitrogen oxides (NOX),113690.0,493.91500700012966,0,1,0,0,0,0,0,0
2024,3(c),10.3316,45.4594,Nitrogen oxides (NOX),174118.0,432.0511865711123,0,0,0,1,0,0,0,0
2022,7(a),11.2169,44.8392,Ammonia (NH3),29420.0,342.487816089263,0,0,1,0,0,0,0,0
2022,7(a),12.7467,46.0939,Ammonia (NH3),13488.0,466.45820250475316,0,0,1,0,0,0,0,0
2024,7(a),15.733333,41.383333,Ammonia (NH3),8299.2514,275.089438487004,0,0,1,0,0,0,0,0
2022,2(f),11.1011,46.106,Tetrachloroethylene,6934.0,480.4908101739868,0,0,0,0,0,0,1,0
2022,7(a),10.6411,45.3053,Ammonia (NH3),21229.0,406.7342125644568,0,0,1,0,0,0,0,0
2021,7(a),10.725,45.2139,Ammonia (NH3),23488.0,394.85108476118614,0,0,1,0,0,0,0,0
2021,7(a),12.1755,45.8976,Ammonia (NH3),45284.0,444.9438234817582,0,0,1,0,0,0,0,0
2023,3(c),9.4667,45.6847,Benzene,2196.53,485.68689503915584,0,0,0,1,0,0,0,0
2022,3(e),11.240556,45.058889,Nitrogen oxides (NOX),155469.6,365.26263593197933,0,0,0,1,0,0,0,0
2022,7(a)(ii),9.5558,45.1702,Ammonia (NH3),31336.0,433.7343681255699,0,0,1,0,0,0,0,0
2021,7(a),12.3975,45.705,Ammonia (NH3),15310.0,422.8597382375929,0,0,1,0,0,0,0,0
2021,7(a),10.8736,44.9758,Ammonia (NH3),12294.0,365.93936837600995,0,0,1,0,0,0,0,0
2021,7(a),9.9272,45.2317,Ammonia (NH3),21015.0,424.0459601497846,0,0,1,0,0,0,0,0
2023,7(a),10.1806,45.0561,Ammonia (NH3),15885.0,397.2664297807644,0,0,1,0,0,0,0,0
2023,7(a),12.568889,45.719444,Ammonia (NH3),12704.0,424.4312526944435,0,0,1,0,0,0,0,0
2023,7(a)(ii),12.2505,44.5651,Ammonia (NH3),24527.0,296.7033251546424,0,0,1,0,0,0,0,0
2021,4(a),,,Hydrochlorofluorocarbons (HCFCs),4911.8496,,1,0,0,0,0,0,0,0
2024,7(a),11.8774,45.0163,Ammonia (NH3),26350.0,349.78846933998545,0,0,1,0,0,0,0,0
2024,5(b),12.6615,42.5806,Carbon dioxide (CO2),111497400.0,76.58347838215289,0,0,0,0,0,0,0,1
2022,7(a),12.1755,45.8976,Ammonia (NH3),37169.0,444.9438234817582,0,0,1,0,0,0,0,0
2024,1(c),11.7586,42.1275,Carbon dioxide (CO2),274990000.0,65.87472663400173,0,1,0,0,0,0,0,0
2024,7(a),10.5835,45.3252,Ammonia (NH3),10370.0,410.4989075680788,0,0,1,0,0,0,0,0
2022,3(e),12.2592,45.4644,Carbon dioxide (CO2),115035000.0,396.4903506366455,0,0,0,1,0,0,0,0
2021,7(a),9.8306,45.5139,Ammonia (NH3),11600.0,455.0647377577469,0,0,1,0,0,0,0,0
2024,1(c),7.6763,44.9925,Ammonia (NH3),10670.0,518.9089994637612,0,1,0,0,0,0,0,0
2023,1(c),17.2152,40.5108,Copper and compounds (as Cu),424.96,423.94185302872364,0,1,0,0,0,0,0,0
2022,2(b),17.1999,40.5167,Carbon monoxide (CO),73817620.0,422.49503361756746,0,0,0,0,0,0,1,0
2024,7(a),13.4913,45.7501,Ammonia (NH3),16250.0,435.17102394666557,0,0,1,0,0,0,0,0
2022,8(b),10.9497,45.3595,Hydro-fluorocarbons (HFCS),162.5,404.0003247731464,0,0,0,0,0,0,0,0
2022,7(a),12.0955,44.577,Ammonia (NH3),20670.0,299.12434508455885,0,0,1,0,0,0,0,0
2021,7(a),11.8781,45.7128,Ammonia (NH3),15128.0,426.5441296944465,0,0,1,0,0,0,0,0
2022,1(b),12.5844,45.0905,Carbon dioxide (CO2),100947000.0,354.52706745552194,0,1,0,0,0,0,0,0
2023,1(a),8.8768,45.0997,Non-methane volatile organic compounds (NMVOC),315140.0,459.8924322368035,0,1,0,0,0,0,0,0
2021,4(c),12.238056,44.445833,Nitrogen oxides (NOX),192010.0,283.54688050614993,1,0,0,0,0,0,0,0
2023,7(a),11.0885,44.9487,Ammonia (NH3),17763.0,357.24733520922206,0,0,1,0,0,0,0,0
2024,7(a),10.2883,45.3342,Ammonia (NH3),10314.0,420.8824085056446,0,0,1,0,0,0,0,0
2021,5(d),8.4217,44.2506,Methane (CH4),290804.0,421.43372520145147,0,0,0,0,0,0,0,1
2021,5(b),10.2114,45.5119,Nitrogen oxides (NOX),244918.0,441.2971093995787,0,0,0,0,0,0,0,1
2022,3(c),10.3444,45.5153,Nitrogen oxides (NOX),696080.0,437.306929605887,0,0,0,1,0,0,0,0
2022,3(c),16.2892,41.3167,Carbon dioxide (CO2),275506000.0,321.96370092329715,0,0,0,1,0,0,0,0
2021,7(a),10.7162,45.1085,Ammonia (NH3),17095.0,384.25870479981893,0,0,1,0,0,0,0,0
2021,5(d),11.5667,44.6333,Methane (CH4),312664.0,312.80361908016346,0,0,0,0,0,0,0,1
2023,3(e),8.3089,44.4447,Nitrogen oxides (NOX),331931.0,441.7092860060149,0,0,0,1,0,0,0,0
2024,8(b),11.3028,45.0292,Nitrogen oxides (NOX),176632.0,360.72672194530134,0,0,0,0,0,0,0,0
2022,4(a),,,Nitrogen oxides (NOX),115376.0,,1,0,0,0,0,0,0,0
2021,3(e),12.0833,42.9667,Nitrogen oxides (NOX),397400.0,123.06167547132851,0,0,0,1,0,0,0,0
2022,3(c),16.4489,38.9141,Carbon dioxide (CO2),157958300.0,471.52423078778224,0,0,0,1,0,0,0,0
2021,7(a),11.9028,44.9869,Ammonia (NH3),20757.0,346.2654684343772,0,0,1,0,0,0,0,0
2023,7(a),10.9178,44.9818,Ammonia (NH3),30031.0,365.30096828724606,0,0,1,0,0,0,0,0
2021,9(c),9.7139,45.0506,Non-methane volatile organic compounds (NMVOC),679200.0,415.77642007803644,0,0,0,0,1,0,0,0
2023,7(a),9.8089,45.1986,Ammonia (NH3),16394.0,425.6316362060307,0,0,1,0,0,0,0,0
